id,label
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/00f5b22b0e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/d23b10d098.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/9fb6e006e7.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/a0d4e54b8e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/706f8628bb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/221f8dc3cb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/70efcbfeff.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/6d8ac8cc05.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/5fef4a56a3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ca78e689f5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e1525a2e4b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e7eddc4859.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/d33ec13560.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/2a290023be.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/fb95212b49.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/5845260f07.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/c3f1525fdb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/747736304f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/c6fcc885b7.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/07f18f0c2f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/f3f816b979.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/cde38b68ea.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/caeb84781a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/97c2632c8e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ec9d148745.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/8bf5241e18.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/4999c337bf.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/426a196048.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/244a426a24.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/65a9ccf2ca.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/2142c50482.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/5d90a527e2.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/8142f5f71b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/73a4a7efa1.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/34bb0d77d5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e6ee7f3ebb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/85fa3516da.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/b5d23185d5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/b3cf5b254a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/3d2d02ef32.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ead704d0af.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/7bb5808f5c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ae8c20ce56.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/b5a528e10e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ac6c7b4272.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e8fef602b5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/59729ac2ac.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ec1eba85b9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/794434d3a5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/928f53cc0f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/8a2b99d062.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/b7b65637e2.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/22d1258912.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/6eaea3ef6b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ac69540f73.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/edc3d0e61d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/43016cb8a1.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ea3ba58395.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ad7266d142.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/4972537caa.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/6fa1d7a1a6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/753aa7fbfc.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e1ddd5c6fb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/eac1ce803d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/1e3ecc9a49.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/51a5f3e00d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/c3f053b713.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/0995f5723d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/59105d02fe.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/2e367f3d49.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/fc77c23f11.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/fbc713ac9e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e19ad17769.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/0b3622c7d0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/432240c7ad.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/3850c927fb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/964a038e0d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/914ee3654c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/4c299bb364.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/a8dbd66545.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/37acf7b884.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/f950cd79b0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/55d40012db.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/6a11d2a6be.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/9be8a9e4d9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/d878debe3d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/5c9f8ae98b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/dbca91f3cf.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/472fded9b4.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/152241839e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ae75b0d7d3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/decb07312e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/785c59ee48.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/74f3c431b6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/2b6a35dbd7.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/aa6e0b3612.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/6feb031ef9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/90ac587a48.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/15305454bd.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/216c459296.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/8adc37ca00.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/c6fffd398b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/258039042b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/f2e431cc6e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/a568a78aa6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/c21908bfed.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/d3511ac272.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/dffebf1997.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/45819c1b85.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/04c307864e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/2abc42c3fa.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/1d3245bf6a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/e784503d99.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/9f3f1f0374.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/a4ad62c721.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/ad63a1d363.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/8e2089b29e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/8cc932f492.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/b8c7e78b4e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/762cecb81c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/d3ee895adb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/1ce72b685b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/07b2974e83.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/afb4ab9da2.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_laying/405d029d34.jpg,0
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/6ea876ec34.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/c4f8466ea7.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/1b72c6b976.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/da539560d5.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/0c155b9bd3.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/122bdfa1cb.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/5550f58780.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/33169e9064.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/175e14550e.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/e4e33eaaac.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/c7e8abad47.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/6bbfe41e88.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/e2870129a7.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/ba2e222b3f.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/7dfd187dc5.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/406f9ab396.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/009ed56c89.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/3eb27af321.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/f18538b3d4.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/e36067d32b.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/57fbedd56b.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/1b8472a89f.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/a71c300844.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/4e9c73946a.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/eb7e3d6776.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/e9619e977e.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/b4f6c5581a.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/3e7e79c22e.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/b196966b36.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/fd9a292cfb.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/5561496917.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/115ac21dba.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/fdd9ac73ec.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/677215836b.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/c4a2e75cc7.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/3965e315f2.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/e501846f70.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/502aa881b9.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/966efc611e.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/a1f0bdbeb9.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/54d1e44e60.jpg,1
/kaggle/input/test-labeldiri/test - label diri/fall_standing_falls/3924cfa169.jpg,1
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/f0158f240a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/19d7839a9c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/5b3e5607fe.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/a8bd129599.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/0e309fc90f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/f4d9cc55c6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/969abf1c80.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/e65ede6d0f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/0fc0f3fe24.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/0d63b08eb6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/3ea56564f3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/e2936bd072.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/53c2a5632c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/a908283cf0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/b1744f3e2f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/fd2d730661.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/1e49dd3ba8.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/c27373661a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/28c3fe0a02.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/d29f55b86a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/9d0018609b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/9612020650.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/ed746f7ece.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/39497e32c5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/bc4d6dc338.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/19155e7783.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/13070dd976.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/9fc3aac7cd.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/95eef91b37.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/6786ca2f67.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/4842dfafd0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/17cc9a335c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/ff3a7fc02b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/d6e46da7ea.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/ae03d89539.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/4d9d83eb1e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/26d6f09209.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/4d40b65e4f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/be31252a8d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/94ebecb4f8.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/a143f7fb80.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/70fcf2cecc.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/5461ada0f9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/8e50e8673f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/9997cccd02.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/d4e507225a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/7fcc77a60d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/2a2ef40844.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/e5c10eb943.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/0af79aef5a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/b1b9efd51a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/96633876c7.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/611411ab89.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/1a2e0563fc.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/9218195de0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/bbd7e87656.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/249d1433b9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/1f7221c307.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/d09331530f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/4a3ce3f601.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/773322ec52.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/486bf5fe28.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/04a668d7be.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/47d0902d60.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/a61395f83b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/dfd3d445f2.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/52bb301c47.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/3a66919f36.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/cfa8953bc5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/4f9a8c3c65.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/8480694627.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/e238eb8f2f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/70facfbe41.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/3bca899e95.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/ab64f1da10.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/2157ceb596.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/b4c63566cc.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/07cc85df16.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/09075e4eb4.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/827d42331c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/6d59103c20.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/ef67db37e8.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/0ab66fca59.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/f4a0e5c459.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/22e54fe78d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/2b9bd9b197.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/f98a686152.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/b950928fa9.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/b5ff9f8012.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/8e1ded26d7.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/023ce8816d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/1762a33f25.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/f937ce30ee.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/71d19f7214.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/e2337d49fb.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/f90a048ecd.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/c9debe95a6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/440e75dedd.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/0dfd6e7eb3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/5e1c6eb722.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/dd195dbc9e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/f674c64e54.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/0ca1d2158c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/e0fd2acffa.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/4025649cf8.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/791a05667b.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/c748cf7228.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/8380b8cbd3.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/5bdc707a9a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/8a1947c9c5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/75943a3eaf.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/fded38ac6d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/3fab0802ba.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/11ae804fdc.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/b77ab34833.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/599be77956.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/d513437755.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/733885ccd4.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/079eb0d115.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/fb06bb2cf5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/6bf86a7d0d.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/79661bdd2f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/611b7ec781.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/db11e29c70.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/3b21c6d059.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/7b68b79100.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/9d5e6ad185.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/04980fc906.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/6937dfcfc5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/21e4ac1ce5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/a62a6ecfb5.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/7d61f1d4c0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/f425e8793a.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/5a44234fff.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/1b8da3269e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/bef63a01b7.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/078f2b7777.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/a714f31fc2.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/5b7baf124f.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/a9a1459119.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/ba614cc396.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/ff5124e69e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/ca4fa5b532.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/4d107ddc52.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/e655db6735.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/7fd81c725c.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/06e460ae62.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/1b29ca630e.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/0bc62acaa6.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/5e380d79b0.jpg,0
/kaggle/input/test-labeldiri/test - label diri/nonfall_walking/a42a9a3e16.jpg,0
